2026-07-29T07:39:38.673530+00:00 | TRADEWATCH | no open positions
2026-07-30T07:32:35.271892+00:00 | TRADEWATCH | no open positions
2026-07-30T07:33:01.945379+00:00 | TRADEWATCH | no open positions
2026-07-30T07:33:26.062710+00:00 | TRADEWATCH | no open positions
2026-07-30T07:37:35.270288+00:00 | TRADEWATCH | no open positions
2026-07-30T07:38:01.943551+00:00 | TRADEWATCH | no open positions
2026-07-30T07:38:26.060647+00:00 | TRADEWATCH | no open positions
2026-07-30T07:42:35.268484+00:00 | TRADEWATCH | no open positions
2026-07-30T07:43:01.941981+00:00 | TRADEWATCH | no open positions
2026-07-30T07:43:26.058511+00:00 | TRADEWATCH | no open positions
2026-07-30T07:47:35.266695+00:00 | TRADEWATCH | no open positions
2026-07-30T07:48:01.939884+00:00 | TRADEWATCH | no open positions
2026-07-30T07:48:26.056622+00:00 | TRADEWATCH | no open positions
2026-07-30T07:52:35.265040+00:00 | TRADEWATCH | no open positions
2026-07-30T07:53:01.937788+00:00 | TRADEWATCH | no open positions
2026-07-30T07:53:26.054922+00:00 | TRADEWATCH | no open positions
2026-07-30T07:57:35.263772+00:00 | TRADEWATCH | no open positions
2026-07-30T07:58:01.935987+00:00 | TRADEWATCH | no open positions
2026-07-30T07:58:26.053429+00:00 | TRADEWATCH | no open positions
2026-07-30T08:02:35.262540+00:00 | TRADEWATCH | no open positions
2026-07-30T08:03:01.934848+00:00 | TRADEWATCH | no open positions
2026-07-30T08:03:26.052747+00:00 | TRADEWATCH | no open positions
2026-07-30T08:07:35.261500+00:00 | TRADEWATCH | no open positions
2026-07-30T08:08:01.933791+00:00 | TRADEWATCH | no open positions
2026-07-30T08:08:26.051698+00:00 | TRADEWATCH | no open positions
2026-07-30T08:12:35.260641+00:00 | TRADEWATCH | no open positions
2026-07-30T08:13:01.932696+00:00 | TRADEWATCH | no open positions
2026-07-30T08:13:26.050787+00:00 | TRADEWATCH | no open positions
2026-07-30T08:17:35.259394+00:00 | TRADEWATCH | no open positions
2026-07-30T08:18:01.931643+00:00 | TRADEWATCH | no open positions
2026-07-30T08:18:26.050053+00:00 | TRADEWATCH | no open positions
2026-07-30T08:22:35.258114+00:00 | TRADEWATCH | no open positions
2026-07-30T08:23:01.930451+00:00 | TRADEWATCH | no open positions
2026-07-30T08:23:26.048957+00:00 | TRADEWATCH | no open positions
2026-07-30T08:27:35.257143+00:00 | TRADEWATCH | no open positions
2026-07-30T08:28:01.929338+00:00 | TRADEWATCH | no open positions
2026-07-30T08:28:26.047576+00:00 | TRADEWATCH | no open positions
2026-07-30T08:32:35.256507+00:00 | TRADEWATCH | no open positions
2026-07-30T08:33:01.928110+00:00 | TRADEWATCH | no open positions
2026-07-30T08:33:26.046712+00:00 | TRADEWATCH | no open positions
2026-07-30T08:37:35.255550+00:00 | TRADEWATCH | no open positions
2026-07-30T08:38:01.927164+00:00 | TRADEWATCH | no open positions
2026-07-30T08:38:26.045923+00:00 | TRADEWATCH | no open positions
2026-07-30T08:42:35.254632+00:00 | TRADEWATCH | no open positions
2026-07-30T08:43:01.926411+00:00 | TRADEWATCH | no open positions
2026-07-30T08:43:26.044901+00:00 | TRADEWATCH | no open positions
2026-07-30T08:47:35.253928+00:00 | TRADEWATCH | no open positions
2026-07-30T08:48:01.925433+00:00 | TRADEWATCH | no open positions
2026-07-30T08:48:26.044172+00:00 | TRADEWATCH | no open positions
2026-07-30T08:52:35.253058+00:00 | TRADEWATCH | no open positions
2026-07-30T08:53:01.925147+00:00 | TRADEWATCH | no open positions
2026-07-30T08:53:26.043466+00:00 | TRADEWATCH | no open positions
2026-07-30T08:57:35.252257+00:00 | TRADEWATCH | no open positions
2026-07-30T08:58:01.924108+00:00 | TRADEWATCH | no open positions
2026-07-30T08:58:26.042745+00:00 | TRADEWATCH | no open positions
2026-07-30T09:02:35.251816+00:00 | TRADEWATCH | no open positions
2026-07-30T09:03:01.923139+00:00 | TRADEWATCH | no open positions
2026-07-30T09:03:26.042226+00:00 | TRADEWATCH | no open positions
2026-07-30T09:07:35.251175+00:00 | TRADEWATCH | no open positions
2026-07-30T09:08:01.922457+00:00 | TRADEWATCH | no open positions
2026-07-30T09:08:26.041364+00:00 | TRADEWATCH | no open positions
2026-07-30T09:12:35.250899+00:00 | TRADEWATCH | no open positions
2026-07-30T09:13:01.921866+00:00 | TRADEWATCH | no open positions
2026-07-30T09:13:26.040639+00:00 | TRADEWATCH | no open positions
2026-07-30T09:17:35.250420+00:00 | TRADEWATCH | no open positions
2026-07-30T09:18:01.921365+00:00 | TRADEWATCH | no open positions
2026-07-30T09:18:26.040186+00:00 | TRADEWATCH | no open positions
2026-07-30T09:22:35.249731+00:00 | TRADEWATCH | no open positions
2026-07-30T09:23:01.920773+00:00 | TRADEWATCH | no open positions
2026-07-30T09:23:26.039557+00:00 | TRADEWATCH | no open positions
2026-07-30T09:27:35.248823+00:00 | TRADEWATCH | no open positions
2026-07-30T09:28:01.919928+00:00 | TRADEWATCH | no open positions
2026-07-30T09:28:26.039203+00:00 | TRADEWATCH | no open positions
2026-07-30T09:32:35.248214+00:00 | TRADEWATCH | no open positions
2026-07-30T09:33:01.919059+00:00 | TRADEWATCH | no open positions
2026-07-30T09:33:26.038697+00:00 | TRADEWATCH | no open positions
2026-07-30T09:37:35.247267+00:00 | TRADEWATCH | no open positions
2026-07-30T09:38:01.918146+00:00 | TRADEWATCH | no open positions
2026-07-30T09:38:26.038267+00:00 | TRADEWATCH | no open positions
2026-07-30T09:42:35.246805+00:00 | TRADEWATCH | no open positions
2026-07-30T09:43:01.917379+00:00 | TRADEWATCH | no open positions
2026-07-30T09:43:26.037828+00:00 | TRADEWATCH | no open positions
2026-07-30T09:47:35.245998+00:00 | TRADEWATCH | no open positions
2026-07-30T09:48:01.916987+00:00 | TRADEWATCH | no open positions
2026-07-30T09:48:26.037560+00:00 | TRADEWATCH | no open positions
2026-07-30T09:52:35.245784+00:00 | TRADEWATCH | no open positions
2026-07-30T09:53:01.916299+00:00 | TRADEWATCH | no open positions
2026-07-30T09:53:26.037133+00:00 | TRADEWATCH | no open positions
2026-07-30T09:57:35.244839+00:00 | TRADEWATCH | no open positions
2026-07-30T09:58:01.915756+00:00 | TRADEWATCH | no open positions
2026-07-30T09:58:26.036613+00:00 | TRADEWATCH | no open positions
2026-07-30T10:02:35.244164+00:00 | TRADEWATCH | no open positions
2026-07-30T10:03:01.914938+00:00 | TRADEWATCH | no open positions
2026-07-30T10:03:26.035940+00:00 | TRADEWATCH | no open positions
2026-07-30T10:07:35.243674+00:00 | TRADEWATCH | no open positions
2026-07-30T10:08:01.914231+00:00 | TRADEWATCH | no open positions
2026-07-30T10:08:26.035605+00:00 | TRADEWATCH | no open positions
2026-07-30T10:12:35.243343+00:00 | TRADEWATCH | no open positions
2026-07-30T10:13:01.913542+00:00 | TRADEWATCH | no open positions
2026-07-30T10:13:26.034942+00:00 | TRADEWATCH | no open positions
2026-07-30T10:17:35.242587+00:00 | TRADEWATCH | no open positions
2026-07-30T10:18:01.913127+00:00 | TRADEWATCH | no open positions
2026-07-30T10:18:26.034293+00:00 | TRADEWATCH | no open positions
2026-07-30T10:22:35.242128+00:00 | TRADEWATCH | no open positions
2026-07-30T10:23:01.913002+00:00 | TRADEWATCH | no open positions
2026-07-30T10:23:26.034329+00:00 | TRADEWATCH | no open positions
2026-07-30T10:27:35.241376+00:00 | TRADEWATCH | no open positions
2026-07-30T10:28:01.912776+00:00 | TRADEWATCH | no open positions
2026-07-30T10:28:26.034510+00:00 | TRADEWATCH | no open positions
2026-07-30T10:32:35.241055+00:00 | TRADEWATCH | no open positions
2026-07-30T10:33:01.912187+00:00 | TRADEWATCH | no open positions
2026-07-30T10:33:26.033949+00:00 | TRADEWATCH | no open positions
2026-07-30T10:37:35.240627+00:00 | TRADEWATCH | no open positions
2026-07-30T10:38:01.911276+00:00 | TRADEWATCH | no open positions
2026-07-30T10:38:26.033439+00:00 | TRADEWATCH | no open positions
2026-07-30T10:42:35.239888+00:00 | TRADEWATCH | no open positions
2026-07-30T10:43:01.910959+00:00 | TRADEWATCH | no open positions
2026-07-30T10:43:26.032977+00:00 | TRADEWATCH | no open positions
2026-07-30T10:47:35.239384+00:00 | TRADEWATCH | no open positions
2026-07-30T10:48:01.909873+00:00 | TRADEWATCH | no open positions
2026-07-30T10:48:26.032329+00:00 | TRADEWATCH | no open positions
2026-07-30T10:52:35.233758+00:00 | TRADEWATCH | no open positions
2026-07-30T10:53:01.903895+00:00 | TRADEWATCH | no open positions
2026-07-30T10:53:26.026094+00:00 | TRADEWATCH | no open positions
2026-07-30T10:57:35.227387+00:00 | TRADEWATCH | no open positions
2026-07-30T10:58:01.897214+00:00 | TRADEWATCH | no open positions
2026-07-30T10:58:26.020063+00:00 | TRADEWATCH | no open positions
2026-07-30T11:00:29.730781+00:00 | TRADEWATCH | no open positions
2026-07-30T11:02:35.220778+00:00 | TRADEWATCH | no open positions
2026-07-30T11:03:01.890889+00:00 | TRADEWATCH | no open positions
2026-07-30T11:03:26.013679+00:00 | TRADEWATCH | no open positions
2026-07-30T11:05:29.724723+00:00 | TRADEWATCH | no open positions
2026-07-30T11:07:35.214264+00:00 | TRADEWATCH | no open positions
2026-07-30T11:08:01.884353+00:00 | TRADEWATCH | no open positions
2026-07-30T11:08:26.007400+00:00 | TRADEWATCH | no open positions
2026-07-30T11:10:29.718418+00:00 | TRADEWATCH | no open positions
2026-07-30T11:12:35.207874+00:00 | TRADEWATCH | no open positions
2026-07-30T11:13:01.877886+00:00 | TRADEWATCH | no open positions
2026-07-30T11:13:26.001185+00:00 | TRADEWATCH | no open positions
2026-07-30T11:15:29.712130+00:00 | TRADEWATCH | no open positions
2026-07-30T11:17:35.201557+00:00 | TRADEWATCH | no open positions
2026-07-30T11:18:01.871421+00:00 | TRADEWATCH | no open positions
2026-07-30T11:18:25.994548+00:00 | TRADEWATCH | no open positions
2026-07-30T11:20:29.705771+00:00 | TRADEWATCH | no open positions
2026-07-30T11:22:35.195047+00:00 | TRADEWATCH | no open positions
2026-07-30T11:23:01.865196+00:00 | TRADEWATCH | no open positions
2026-07-30T11:23:25.988824+00:00 | TRADEWATCH | no open positions
2026-07-30T11:25:29.701823+00:00 | TRADEWATCH | no open positions
2026-07-30T11:27:35.192443+00:00 | TRADEWATCH | no open positions
2026-07-30T11:28:01.861697+00:00 | TRADEWATCH | no open positions
2026-07-30T11:28:25.985479+00:00 | TRADEWATCH | no open positions
2026-07-30T11:30:29.698461+00:00 | TRADEWATCH | no open positions
2026-07-30T11:32:35.189800+00:00 | TRADEWATCH | no open positions
2026-07-30T11:33:01.858736+00:00 | TRADEWATCH | no open positions
2026-07-30T11:33:25.982471+00:00 | TRADEWATCH | no open positions
2026-07-30T11:35:29.695207+00:00 | TRADEWATCH | no open positions
2026-07-30T11:37:35.186219+00:00 | TRADEWATCH | no open positions
2026-07-30T11:38:01.855276+00:00 | TRADEWATCH | no open positions
2026-07-30T11:38:25.979751+00:00 | TRADEWATCH | no open positions
2026-07-30T11:40:29.692273+00:00 | TRADEWATCH | no open positions
2026-07-30T11:42:35.182966+00:00 | TRADEWATCH | no open positions
2026-07-30T11:43:01.851897+00:00 | TRADEWATCH | no open positions
2026-07-30T11:43:25.976034+00:00 | TRADEWATCH | no open positions
2026-07-30T11:45:29.689461+00:00 | TRADEWATCH | no open positions
2026-07-30T11:47:35.180071+00:00 | TRADEWATCH | no open positions
2026-07-30T11:48:01.848752+00:00 | TRADEWATCH | no open positions
2026-07-30T11:48:25.973360+00:00 | TRADEWATCH | no open positions
2026-07-30T11:50:29.686687+00:00 | TRADEWATCH | no open positions
2026-07-30T11:52:35.176894+00:00 | TRADEWATCH | no open positions
2026-07-30T11:53:01.845537+00:00 | TRADEWATCH | no open positions
2026-07-30T11:53:25.970331+00:00 | TRADEWATCH | no open positions
2026-07-30T11:55:29.683073+00:00 | TRADEWATCH | no open positions
2026-07-30T11:57:35.174024+00:00 | TRADEWATCH | no open positions
2026-07-30T11:58:01.842685+00:00 | TRADEWATCH | no open positions
2026-07-30T11:58:25.968195+00:00 | TRADEWATCH | no open positions
2026-07-30T12:00:29.681493+00:00 | TRADEWATCH | no open positions
2026-07-30T12:02:35.172345+00:00 | TRADEWATCH | no open positions
2026-07-30T12:03:01.841119+00:00 | TRADEWATCH | no open positions
2026-07-30T12:03:25.966354+00:00 | TRADEWATCH | no open positions
2026-07-30T12:05:29.679790+00:00 | TRADEWATCH | no open positions
2026-07-30T12:07:35.170261+00:00 | TRADEWATCH | no open positions
2026-07-30T12:08:01.839134+00:00 | TRADEWATCH | no open positions
2026-07-30T12:08:25.964521+00:00 | TRADEWATCH | no open positions
2026-07-30T12:10:29.678061+00:00 | TRADEWATCH | no open positions
2026-07-30T12:12:35.168515+00:00 | TRADEWATCH | no open positions
2026-07-30T12:13:01.837605+00:00 | TRADEWATCH | no open positions
2026-07-30T12:13:25.962534+00:00 | TRADEWATCH | no open positions
2026-07-30T12:15:29.676033+00:00 | TRADEWATCH | no open positions
2026-07-30T12:17:35.166733+00:00 | TRADEWATCH | no open positions
2026-07-30T12:18:01.836013+00:00 | TRADEWATCH | no open positions
2026-07-30T12:18:25.960703+00:00 | TRADEWATCH | no open positions
2026-07-30T12:20:29.674261+00:00 | TRADEWATCH | no open positions
2026-07-30T12:22:35.165282+00:00 | TRADEWATCH | no open positions
2026-07-30T12:23:01.834043+00:00 | TRADEWATCH | no open positions
2026-07-30T12:23:25.958991+00:00 | TRADEWATCH | no open positions
2026-07-30T12:25:29.672397+00:00 | TRADEWATCH | no open positions
2026-07-30T12:27:35.164429+00:00 | TRADEWATCH | no open positions
2026-07-30T12:28:01.831857+00:00 | TRADEWATCH | no open positions
2026-07-30T12:28:25.957629+00:00 | TRADEWATCH | no open positions
2026-07-30T12:30:29.670754+00:00 | TRADEWATCH | no open positions
2026-07-30T12:32:35.164029+00:00 | TRADEWATCH | no open positions
2026-07-30T12:33:01.830337+00:00 | TRADEWATCH | no open positions
2026-07-30T12:33:25.956199+00:00 | TRADEWATCH | no open positions
2026-07-30T12:35:29.669582+00:00 | TRADEWATCH | no open positions
2026-07-30T12:37:35.162874+00:00 | TRADEWATCH | no open positions
2026-07-30T12:38:01.829423+00:00 | TRADEWATCH | no open positions
2026-07-30T12:38:25.954778+00:00 | TRADEWATCH | no open positions
2026-07-30T12:40:29.668380+00:00 | TRADEWATCH | no open positions
2026-07-30T12:42:35.161685+00:00 | TRADEWATCH | no open positions
2026-07-30T12:43:01.828592+00:00 | TRADEWATCH | no open positions
2026-07-30T12:43:25.953689+00:00 | TRADEWATCH | no open positions
2026-07-30T12:45:29.667080+00:00 | TRADEWATCH | no open positions
2026-07-30T12:47:35.160512+00:00 | TRADEWATCH | no open positions
2026-07-30T12:48:01.827460+00:00 | TRADEWATCH | no open positions
2026-07-30T12:48:25.952404+00:00 | TRADEWATCH | no open positions
2026-07-30T12:50:29.668654+00:00 | TRADEWATCH | no open positions
2026-07-30T12:52:35.159369+00:00 | TRADEWATCH | no open positions
2026-07-30T12:53:01.825967+00:00 | TRADEWATCH | no open positions
2026-07-30T12:53:25.951124+00:00 | TRADEWATCH | no open positions
2026-07-30T12:55:29.667859+00:00 | TRADEWATCH | no open positions
2026-07-30T12:57:35.158220+00:00 | TRADEWATCH | no open positions
2026-07-30T12:58:01.824930+00:00 | TRADEWATCH | no open positions
2026-07-30T12:58:25.950082+00:00 | TRADEWATCH | no open positions
2026-07-30T13:00:29.666821+00:00 | TRADEWATCH | no open positions
2026-07-30T13:02:35.157236+00:00 | TRADEWATCH | no open positions
2026-07-30T13:03:01.823501+00:00 | TRADEWATCH | no open positions
2026-07-30T13:03:25.948865+00:00 | TRADEWATCH | no open positions
2026-07-30T13:05:29.665371+00:00 | TRADEWATCH | no open positions
2026-07-30T13:07:35.156038+00:00 | TRADEWATCH | no open positions
2026-07-30T13:08:01.822636+00:00 | TRADEWATCH | no open positions
2026-07-30T13:08:25.947959+00:00 | TRADEWATCH | no open positions
2026-07-30T13:10:29.664169+00:00 | TRADEWATCH | no open positions
2026-07-30T13:12:35.154855+00:00 | TRADEWATCH | no open positions
2026-07-30T13:13:01.821675+00:00 | TRADEWATCH | no open positions
2026-07-30T13:13:25.946718+00:00 | TRADEWATCH | no open positions
2026-07-30T13:15:29.663073+00:00 | TRADEWATCH | no open positions
2026-07-30T13:17:35.154055+00:00 | TRADEWATCH | no open positions
2026-07-30T13:18:01.820813+00:00 | TRADEWATCH | no open positions
2026-07-30T13:18:25.945756+00:00 | TRADEWATCH | no open positions
2026-07-30T13:20:29.662215+00:00 | TRADEWATCH | no open positions
2026-07-30T13:22:35.153170+00:00 | TRADEWATCH | no open positions
2026-07-30T13:23:01.819947+00:00 | TRADEWATCH | no open positions
2026-07-30T13:23:25.944726+00:00 | TRADEWATCH | no open positions
2026-07-30T13:25:29.661113+00:00 | TRADEWATCH | no open positions
2026-07-30T13:27:35.152384+00:00 | TRADEWATCH | no open positions
2026-07-30T13:28:01.818882+00:00 | TRADEWATCH | no open positions
2026-07-30T13:28:25.943627+00:00 | TRADEWATCH | no open positions
2026-07-30T13:30:29.660344+00:00 | TRADEWATCH | no open positions
2026-07-30T13:32:35.151858+00:00 | TRADEWATCH | no open positions
2026-07-30T13:33:01.817606+00:00 | TRADEWATCH | no open positions
2026-07-30T13:33:25.942654+00:00 | TRADEWATCH | no open positions
2026-07-30T13:35:29.659287+00:00 | TRADEWATCH | no open positions
2026-07-30T13:37:35.150865+00:00 | TRADEWATCH | no open positions
2026-07-30T13:38:01.816685+00:00 | TRADEWATCH | no open positions
2026-07-30T13:38:25.941592+00:00 | TRADEWATCH | no open positions
2026-07-30T13:40:29.658565+00:00 | TRADEWATCH | no open positions
2026-07-30T13:42:35.150230+00:00 | TRADEWATCH | no open positions
2026-07-30T13:43:01.815894+00:00 | TRADEWATCH | no open positions
2026-07-30T13:43:25.940826+00:00 | TRADEWATCH | no open positions
2026-07-30T13:45:29.657897+00:00 | TRADEWATCH | no open positions
2026-07-30T13:47:35.149665+00:00 | TRADEWATCH | no open positions
2026-07-30T13:48:01.815517+00:00 | TRADEWATCH | no open positions
2026-07-30T13:48:25.940008+00:00 | TRADEWATCH | no open positions
2026-07-30T13:50:29.657280+00:00 | TRADEWATCH | no open positions
2026-07-30T13:52:35.148755+00:00 | TRADEWATCH | no open positions
2026-07-30T13:53:01.814639+00:00 | TRADEWATCH | no open positions
2026-07-30T13:53:25.939188+00:00 | TRADEWATCH | no open positions
2026-07-30T13:55:29.656293+00:00 | TRADEWATCH | no open positions
2026-07-30T13:57:35.148057+00:00 | TRADEWATCH | no open positions
2026-07-30T13:58:01.813895+00:00 | TRADEWATCH | no open positions
2026-07-30T13:58:25.938142+00:00 | TRADEWATCH | no open positions
2026-07-30T14:00:29.655561+00:00 | TRADEWATCH | no open positions
2026-07-30T14:02:35.147645+00:00 | TRADEWATCH | no open positions
2026-07-30T14:03:01.812910+00:00 | TRADEWATCH | no open positions
2026-07-30T14:03:25.937467+00:00 | TRADEWATCH | no open positions
2026-07-30T14:05:29.654608+00:00 | TRADEWATCH | no open positions
2026-07-30T14:07:35.146753+00:00 | TRADEWATCH | no open positions
2026-07-30T14:08:01.811794+00:00 | TRADEWATCH | no open positions
2026-07-30T14:08:25.936846+00:00 | TRADEWATCH | no open positions
2026-07-30T14:10:29.654429+00:00 | TRADEWATCH | no open positions
2026-07-30T14:12:35.146093+00:00 | TRADEWATCH | no open positions
2026-07-30T14:13:01.810918+00:00 | TRADEWATCH | no open positions
2026-07-30T14:13:25.936119+00:00 | TRADEWATCH | no open positions
2026-07-30T14:15:29.653393+00:00 | TRADEWATCH | no open positions
2026-07-30T14:17:35.145263+00:00 | TRADEWATCH | no open positions
2026-07-30T14:18:01.809867+00:00 | TRADEWATCH | no open positions
2026-07-30T14:18:25.935509+00:00 | TRADEWATCH | no open positions
2026-07-30T14:20:29.652567+00:00 | TRADEWATCH | no open positions
2026-07-30T14:22:35.145009+00:00 | TRADEWATCH | no open positions
2026-07-30T14:23:01.809604+00:00 | TRADEWATCH | no open positions
2026-07-30T14:23:25.934543+00:00 | TRADEWATCH | no open positions
2026-07-30T14:25:29.651831+00:00 | TRADEWATCH | no open positions
2026-07-30T14:27:35.143959+00:00 | TRADEWATCH | no open positions
2026-07-30T14:28:01.808315+00:00 | TRADEWATCH | no open positions
2026-07-30T14:28:25.933764+00:00 | TRADEWATCH | no open positions
2026-07-30T14:30:29.651426+00:00 | TRADEWATCH | no open positions
2026-07-30T14:32:35.143133+00:00 | TRADEWATCH | no open positions
2026-07-30T14:33:01.807200+00:00 | TRADEWATCH | no open positions
2026-07-30T14:33:25.932941+00:00 | TRADEWATCH | no open positions
2026-07-30T14:35:29.650520+00:00 | TRADEWATCH | no open positions
2026-07-30T14:37:35.142508+00:00 | TRADEWATCH | no open positions
2026-07-30T14:38:01.806208+00:00 | TRADEWATCH | no open positions
2026-07-30T14:38:25.932208+00:00 | TRADEWATCH | no open positions
2026-07-30T14:40:29.649933+00:00 | TRADEWATCH | no open positions
2026-07-30T14:42:35.141879+00:00 | TRADEWATCH | no open positions
2026-07-30T14:43:01.805435+00:00 | TRADEWATCH | no open positions
2026-07-30T14:43:25.931553+00:00 | TRADEWATCH | no open positions
2026-07-30T14:45:29.649169+00:00 | TRADEWATCH | no open positions
2026-07-30T14:47:35.141106+00:00 | TRADEWATCH | no open positions
2026-07-30T14:48:01.804580+00:00 | TRADEWATCH | no open positions
2026-07-30T14:48:25.931016+00:00 | TRADEWATCH | no open positions
2026-07-30T14:50:29.648492+00:00 | TRADEWATCH | no open positions
2026-07-30T14:52:35.140779+00:00 | TRADEWATCH | no open positions
2026-07-30T14:53:01.803897+00:00 | TRADEWATCH | no open positions
2026-07-30T14:53:25.930671+00:00 | TRADEWATCH | no open positions
2026-07-30T14:55:29.647522+00:00 | TRADEWATCH | no open positions
2026-07-30T14:57:35.142004+00:00 | TRADEWATCH | no open positions
2026-07-30T14:58:01.802960+00:00 | TRADEWATCH | no open positions
2026-07-30T14:58:25.930277+00:00 | TRADEWATCH | no open positions
2026-07-30T15:00:29.646671+00:00 | TRADEWATCH | no open positions
2026-07-30T15:02:35.140768+00:00 | TRADEWATCH | no open positions
2026-07-30T15:03:01.802033+00:00 | TRADEWATCH | no open positions
2026-07-30T15:03:25.929505+00:00 | TRADEWATCH | no open positions
2026-07-30T15:05:29.646082+00:00 | TRADEWATCH | no open positions
2026-07-30T15:07:35.140084+00:00 | TRADEWATCH | no open positions
2026-07-30T15:08:01.801157+00:00 | TRADEWATCH | no open positions
2026-07-30T15:08:25.928600+00:00 | TRADEWATCH | no open positions
2026-07-30T15:10:29.645191+00:00 | TRADEWATCH | no open positions
2026-07-30T15:12:35.139161+00:00 | TRADEWATCH | no open positions
2026-07-30T15:13:01.800365+00:00 | TRADEWATCH | no open positions
2026-07-30T15:13:25.927860+00:00 | TRADEWATCH | no open positions
2026-07-30T15:15:29.644285+00:00 | TRADEWATCH | no open positions
2026-07-30T15:17:35.138721+00:00 | TRADEWATCH | no open positions
2026-07-30T15:18:01.799746+00:00 | TRADEWATCH | no open positions
2026-07-30T15:18:25.926890+00:00 | TRADEWATCH | no open positions
2026-07-30T15:20:29.643671+00:00 | TRADEWATCH | no open positions
2026-07-30T15:22:35.136493+00:00 | TRADEWATCH | no open positions
2026-07-30T15:23:01.797242+00:00 | TRADEWATCH | no open positions
2026-07-30T15:23:25.923964+00:00 | TRADEWATCH | no open positions
2026-07-30T15:25:29.638877+00:00 | TRADEWATCH | no open positions
2026-07-30T15:27:35.130676+00:00 | TRADEWATCH | no open positions
2026-07-30T15:28:01.790967+00:00 | TRADEWATCH | no open positions
2026-07-30T15:28:25.917592+00:00 | TRADEWATCH | no open positions
2026-07-30T15:30:29.632709+00:00 | TRADEWATCH | no open positions
2026-07-30T15:32:35.124284+00:00 | TRADEWATCH | no open positions
2026-07-30T15:33:01.784634+00:00 | TRADEWATCH | no open positions
2026-07-30T15:33:25.911627+00:00 | TRADEWATCH | no open positions
2026-07-30T15:35:29.626529+00:00 | TRADEWATCH | no open positions
2026-07-30T15:37:35.118339+00:00 | TRADEWATCH | no open positions
2026-07-30T15:38:01.778390+00:00 | TRADEWATCH | no open positions
2026-07-30T15:38:25.905153+00:00 | TRADEWATCH | no open positions
2026-07-30T15:40:29.620333+00:00 | TRADEWATCH | no open positions
2026-07-30T15:42:35.112751+00:00 | TRADEWATCH | no open positions
2026-07-30T15:43:01.772143+00:00 | TRADEWATCH | no open positions
2026-07-30T15:43:25.899175+00:00 | TRADEWATCH | no open positions
2026-07-30T15:45:29.613992+00:00 | TRADEWATCH | no open positions
2026-07-30T15:47:35.106200+00:00 | TRADEWATCH | no open positions
2026-07-30T15:48:01.766105+00:00 | TRADEWATCH | no open positions
2026-07-30T15:48:25.892896+00:00 | TRADEWATCH | no open positions
2026-07-30T15:50:29.607690+00:00 | TRADEWATCH | no open positions
2026-07-30T15:52:35.099883+00:00 | TRADEWATCH | no open positions
2026-07-30T15:53:01.759796+00:00 | TRADEWATCH | no open positions
2026-07-30T15:53:25.887155+00:00 | TRADEWATCH | no open positions
2026-07-30T15:55:29.601690+00:00 | TRADEWATCH | no open positions
2026-07-30T15:57:35.093859+00:00 | TRADEWATCH | no open positions
2026-07-30T15:58:01.753403+00:00 | TRADEWATCH | no open positions
2026-07-30T15:58:25.880900+00:00 | TRADEWATCH | no open positions
2026-07-30T16:00:29.595678+00:00 | TRADEWATCH | no open positions
2026-07-30T16:02:35.087650+00:00 | TRADEWATCH | no open positions
2026-07-30T16:03:01.747074+00:00 | TRADEWATCH | no open positions
2026-07-30T16:03:25.875002+00:00 | TRADEWATCH | no open positions
2026-07-30T16:05:29.590093+00:00 | TRADEWATCH | no open positions
2026-07-30T16:07:35.081489+00:00 | TRADEWATCH | no open positions
2026-07-30T16:08:01.740815+00:00 | TRADEWATCH | no open positions
2026-07-30T16:08:25.869380+00:00 | TRADEWATCH | no open positions
2026-07-30T16:10:29.583890+00:00 | TRADEWATCH | no open positions
2026-07-30T16:12:35.075364+00:00 | TRADEWATCH | no open positions
2026-07-30T16:13:01.734878+00:00 | TRADEWATCH | no open positions
2026-07-30T16:13:25.863198+00:00 | TRADEWATCH | no open positions
2026-07-30T16:15:29.577575+00:00 | TRADEWATCH | no open positions
2026-07-30T16:17:35.069542+00:00 | TRADEWATCH | no open positions
2026-07-30T16:18:01.728891+00:00 | TRADEWATCH | no open positions
2026-07-30T16:18:25.857591+00:00 | TRADEWATCH | no open positions
2026-07-30T16:20:29.572149+00:00 | TRADEWATCH | no open positions
2026-07-30T16:22:35.064728+00:00 | TRADEWATCH | no open positions
2026-07-30T16:23:01.724941+00:00 | TRADEWATCH | no open positions
2026-07-30T16:23:25.853035+00:00 | TRADEWATCH | no open positions
2026-07-30T16:25:29.570493+00:00 | TRADEWATCH | no open positions
2026-07-30T16:27:35.064133+00:00 | TRADEWATCH | no open positions
2026-07-30T16:28:01.723917+00:00 | TRADEWATCH | no open positions
2026-07-30T16:28:25.852092+00:00 | TRADEWATCH | no open positions
2026-07-30T16:30:29.569831+00:00 | TRADEWATCH | no open positions
2026-07-30T16:32:35.063065+00:00 | TRADEWATCH | no open positions
2026-07-30T16:33:01.723055+00:00 | TRADEWATCH | no open positions
2026-07-30T16:33:25.851559+00:00 | TRADEWATCH | no open positions
2026-07-30T16:35:29.568770+00:00 | TRADEWATCH | no open positions
2026-07-30T16:37:35.062190+00:00 | TRADEWATCH | no open positions
2026-07-30T16:38:01.722183+00:00 | TRADEWATCH | no open positions
2026-07-30T16:38:25.850698+00:00 | TRADEWATCH | no open positions
2026-07-30T16:40:29.567673+00:00 | TRADEWATCH | no open positions
